sentence|category
My husband always reads in bed.|1
My husband ran off with someone younger.|1
My husband said he would come back soon. It's been two years.|2
My left foot is asleep.|1
My life was in danger.|1
My life is like a test that I haven't studied for.|2
My life is like a test I haven't studied for.|2
My pumpkin was the best.|1
My body cried for sleep.|1
My kid doesn't do things like that.|1
My Wi-Fi sucks.|1
My dog barks at strangers.|1
My hobby is collecting stamps.|1
My heart was filled with sorrow.|1
My heart is green and yellow.|1
My house is designed to withstand an earthquake.|1
My house is north of the city.|1
My house is on the riverbank.|1
My cellphone fell on the floor.|1
My grandfather was murdered during the Second World War.|2
My grandfather on my father's side is celebrating his 88th birthday tomorrow.|2
My grandfather gave me a birthday present.|1
My baggage was lost in transit.|1
My wallet's gone.|1
My whole day was full of surprises.|1
I had beer for breakfast.|1
My friend hasn't come back yet.|1
My boyfriend is smart, handsome, and friendly too.|1
My boyfriend lied to me.|1
My friend got married last month.|1
My French teacher isn't a Canadian.|1
My French has improved at the expense of my English.|2
I think my French is really bad.|1
My flight leaves in less than an hour.|1
My bicycle was stolen.|1
My signature was forged.|1
I had my watch stolen.|1
My watch has been stolen.|1
My watch loses three minutes a week.|1
My daughter was born in this hospital.|1
My daughter is fast asleep.|1
As a child, my daughter had frequent asthma attacks.|2
My sunglasses are newer than yours.|1
My donkey died.|1
My secretary understands French quite well.|1
My sister wants to go on a road trip across Europe.|2
My sister saw it with her own eyes.|1
My sister has become a good pianist.|1
My sister will get married early next year.|1
My sister has three times as many books as I do.|2
My sister has a fear of little mice and spiders.|2
My sister often takes the bus from Nijmegen to Kleve.|2
My sister's going to kill me.|1
My sister's work is teaching English.|1
My shoes aren't here.|1
My shoes were hurting me until I wore into them a bit.|2
My worst apprehensions have come true.|1
None of my clothes fit anymore.|1
In my opinion, Tom is just a fool.|1
My right hand is numb.|1
“In my view, young people who don’t care about climate change are not paying attention,” he wrote.|2
My plans failed miserably.|1
Do you think she'd go out with me?|1
Do you think it might not have been an accident?|2
My niece works at a sheltered workshop.|1
My English is terrible.|1
My parents don't like my boyfriend because of his race.|2
My parents don’t like the way I dress.|1
Seeing my brother trembling before the urchins mocking him made me anxious and angered at the same time.|2
My mother wants me to study in Switzerland.|1
My mother died when I was a child.|1
My mother doesn't speak English very well.|1
My mother speaks slowly.|1
My mother looks young for her age.|1
My mom always says that she will visit me soon.|2
My mother said that she was all right.|1
My mother can't ride a bicycle.|1
My mother was sick for two days.|1
My mother is an alcoholic.|1
My mother bought two bottles of orange juice.|1
My mother hasn't slept in 3 days due to her illness.|2
My mother forgot to add salt to the salad.|2
My mother has made me what I am today.|2
My mother bought my little brother a yellow umbrella.|2
My mother cooked a big turkey for Thanksgiving.|1
My mission is of critical importance.|1
My opinion doesn't count for much at the office.|2
My opinion about Tom hasn't changed.|1
My mom always loved me.|1
My favorite color is brown.|1
My love for you won't let me tell you everything. Some things are better left unsaid.|2
My love, if the food isn't ready by seven o'clock, I'm going to go to the restaurant.|2
My teachers are very strict.|1
My teachers are very strict.|1
My teacher has a very soft voice.|1
My credit card was rejected by the ATM.|1
My kids love me.|1
My children love me.|1
My cat understands French, but she pretends not to.|2
My cat understands French, but she pretends not to.|2
My cat likes to look through the window.|1
My cats love me.|1
My cat doesn't like being petted.|1
I take my camera wherever I go.|1
My youngest daughter is called Mary.|1
My only critique for my car was its acceleration.|2
My grandmother's hair is white.|1
My grandmother has white hair.|1
My grandmother attributes her good health to active living.|2
My friend lives near the Swiss German border.|1
My friend lives near the border of Switzerland and Germany.|2
My girlfriend sometimes flirts with other boys.|1
My friend hasn't come back yet.|1
My girlfriend is Chinese.|1
My friend got married last month.|1
My wife is suffering from pneumonia.|1
My wife has just cleared the table.|1
There are three children in my family.|1
My education has made me what I am.|1
My parents live in a cottage.|1
My parents were proud of me.|1
My parents hardly ever punished me for anything.|1
My wallet has been stolen, so I'm going to call the police.|2
My best friend walked by and totally ignored me.|2
My comment sparked off an argument in the group.|2
My acquaintance with Esperanto enabled me to look deeper into the make-up and function of language.|2
My legs ache from sitting on tatami.|1
My watch needs to be repaired.|1
My job consists of creating problems.|1
My oldest daughter's name is Chizuru.|1
My third child was born four years after the first, on the same day.|2
My Thunderbird sorts notification e-mails from Tatoeba into three different folders without my having asked it to do so.|2
My computer won't start up anymore.|1
My computer has got to be useful for something.|2
My brother's going to kill me.|1
My brother sent me a letter last week.|1
My brother was always wasteful with his money.|1
My brother is rich.|1
My brother died of cancer last year.|1
My brother is evil.|1
My brother bought a used car, so it was not very expensive.|2
My brother suffered so much from the other kids calling him a Prussian|2
My brother taught me how to swim.|1
My letter should have reached him about this time.|2
My flowerbed was ruined by my neighbor's cats.|1
My bra is dirty.|1
My car is under repair.|1
My car is being repaired.|1
My older brother is really tall. He's about 180 centimeters.|2
More and more people look for natural treatments.|1
Polyglots are much sexier.|1
Several people came to Tom's aid when a couple of muggers attacked him.|2
Several people went to Tom's aid when he fell in the street.|2
Several recent violent incidents involving older Asian Americans have increased worries over anti-Asian bigotry.|2
I love drawing more than anything in the world.|2
I love painting more than anything in the world.|2
I love reading more than anything in the world.|2
Add the flour, salt, baking powder and mashed bananas, and work into a dough.|2
Seafood only tastes good if it's fresh.|1
Mayuko was alone in the room.|1
Math was created to torture children.|1
Mathematics is an easy subject for me.|1
Tadasu Masuda lives in Kobe, Japan. He is trying low-alcohol beers as a way to give his liver a day off.|3
Mary will catch us.|1
Mary sat on the Sybian.|1
Mary told him not to waste his time.|1
Mary's not in.|1
Mary's not at home.|1
Mary is not at home.|1
Mary is not a huge football fan.|1
Mary is a chav.|1
Mary doesn't eat red meat.|1
Mary received many gifts for her birthday.|1
Mary brought Tom a plate of cookies.|1
Mary lived in a convent for a few months.|2
Mary has always been successful in everything she has done.|2
Mary Hansen was an Australian musician and a member of the group Stereolab.|2
Mary confessed that she prefers well-endowed men.|1
Mario has a thick Italian accent.|1
Mary has Hashimoto's thyroiditis.|1
Mary has Hashimoto's.|1
Mary changed into something more comfortable.|1
Mary didn't know what she should be doing.|1
Mary got angry when she found the door locked.|2
Maria got married unwillingly.|1
Maria got married against her will.|1
Mary wished she had more time.|1
Mary didn't want to tell Tom that she'd lost all her money.|2
Tom was the only person Mary wanted to talk to.|2
Maria lives in Helsinki.|1
Mary will not like this.|1
Mary will consider this.|1
Mary wants to learn Serbian.|1
Mary knows more than she's letting on.|1
Mary cried until she ran out of tears.|1
Mary cried when she heard the story.|1
Mary, what's wrong with you today?|1
Mary only washes in spring water.|1
Mary was surprised by how small the baby was.|2
After Mary saw a squirrel for the first time, she was very excited and drew many pictures of squirrels.|2
Mary tried to compose herself.|1
Mary promised Tom that she'd quit smoking.|1
Mary teaches art.|1
Mary is an art teacher.|1
Mary and some other women were here for a few hours.|2
Mary and her sister have a similar hairstyle.|1
Mary and I remained good friends for years.|1
Mary and Alice pretended they were sisters.|1
Mary and Alice are Tom's daughters.|1
Mary was wearing a blue skirt.|1
Mary likes milk.|1
Mary dreamed that she had won the contest.|1
Mary is still wearing the ring Tom gave her.|2
Mary doesn't wear jewelry.|1
Mary doesn't wear lipstick.|1
Mary is wearing a colorful kimono.|1
Marie is looking for her cat.|1
Mary wiped the sand from her legs.|1
Mary got out of the swimming pool and dried herself with a towel.|2
Mary can speak three languages.|1
Mary still plays with dolls.|1
Mary is saving money to go to Japan.|1
Mary sat on the floor and wrapped her arms around her knees.|2
Tom is Mary's only hope.|1
Mary only uses lowercase letters when she texts, and she rarely uses punctuation.|2
Mary doesn't wear makeup, because she doesn't need to.|2
Mary, stop it. That's enough.|1
Mary locked herself in her room and refused to come out.|2
Mary didn't seem to know what she was doing.|2
Mary looked into the mirror while she was brushing her hair.|2
Mary's pronunciation problems grew noticeably when she was mad. Tom found them so adorable that he couldn't help smiling, but this usually made things worse.|3
Mary sat in the shade of a willow tree playing her flute.|2
Mary was sitting on the couch alone.|1
Mary sent Tom a selfie.|1
Maria salted the meat.|1
Mary saw Tom off as he went to school smiling.|2
Mary looked appalled.|1
Mary told Tom she thought he was an idiot.|2
Mary told Tom that she thought John wasn't sleepy.|2
Mary told Tom that she thought John was busy.|2
Mary told Tom that she thought John was broke.|2
Mary told Tom that she thought John was heartbroken.|2
Mary told Tom that she thought John was nice.|2
Mary told Tom that she thought John was fat.|2
Mary told Tom that she thought John was suspicious.|2
Mary said that Tom kissed her.|1
Mary told Tom that she thought John was engaged to Alice.|2
Mary told Tom that she thought John was healthy.|2
Mary told Tom that she thought John was worried.|2
Mary said she was going to be late.|1
Mary said that she didn't want to drive.|1
Mary said that she was broke.|1
Mary said she wasn't the one who told Tom to do that.|2
Mary said she'd like to have another cup of coffee.|2
Mary told me that she thought Tom was disappointed.|2
Mary told me she didn't know anyone who lived on Park Street.|2
Mary said everybody she knows can swim.|1
Mary said that she was irritated.|1
Mary said that she was mistaken.|1
Mary said that she was ticklish.|1
Mary said that she was happy.|1
Mary said that somebody was after her.|1
Mary dragged herself out of bed.|1
Mary cleaned her room in a hurry.|1
Mary doesn't use lipstick.|1
Mary is opening the skylight.|1
Mary is opening the roof window.|1
Mary is opening the roof light.|1
Mary moved closer to him.|1
Mary said Tom thought she might be permitted to do that by herself.|2
Mary said she thought I looked like I was tired.|2
Mary doesn't like men who look like Tom.|1
Mary likes futa porn the best.|1
Mary skated on the frozen pond.|1
Mary loves reading.|1
Mary loves money.|1
Mary took off her clothes.|1
Mary lives far from me, but I often think about her.|2
Mary was really bored.|1
Mary could barely contain her excitement.|1
Mary couldn't deny that she found him handsome.|1
Mary, come back to Paris with me.|1
Mary chewed on her nails nervously.|1
Mary's buying a new percolator.|1
Mary's buying a new coffee machine.|1
Mary is a virtuoso recorder player.|1
Mary came out of the shower with a towel wrapped around her head.|2
Mary is probably rich.|1
Mary recovered from her illness.|1
Mary is proud of her son.|1
Mary is even more beautiful than Alice.|1
Mary is even more beautiful than you told me she was.|2
Mary is slimmer than me.|1
Mary isn't unattractive.|1
Maria isn't Tom's enemy.|1
Mary isn't yet as tall as her mother.|1
Mary isn't very friendly.|1
”Mary isn't my daughter. She's my wife. Tom, that's outrageous! She's young enough to be your daughter!|2
Mary isn't my daughter. She's my wife.|1
Mary isn't my girlfriend.|1
Mary is my older sister.|1
Mary is a hairdresser now.|1
Mary is now a grown woman.|1
Mary is in love with you.|1
Mary is still engaged to Tom, isn't she?|1
Mary is a stubborn girl.|1
Mary is a pretty name.|1
Mary is a YouTuber.|1
Mary is a wealthy woman.|1
Mary is an artist renowned across the world.|1
Mary is a hardworking young lady.|1
Mary is transfeminine.|1
Mary is a trans woman.|1
Mary is a little cutie.|1
Mary is an obstinate woman.|1
Mary is a quiet woman.|1
Mary is a wealthy woman.|1
Mary is a heavy reader.|1
Mary is an artist whose works are known the world over.|2
Mary is a woman.|1
Mary is an accomplished writer.|1
Mary is the most beautiful woman in the whole world.|2
Mary is the love of my life.|1
Mary is a YouTuber.|1
Mary is more attractive than Alice.|1
Mary's a beginner, but she's a fast learner.|1
Tom said Mary hopes John will help Alice.|1
Mary hiked her skirt up to mid-thigh and dipped her toes in the water.|2
Maria has two sisters.|1
Mary has two beautiful red cheeks.|1
Mary has many friends.|1
Mary has never had a boyfriend.|1
Mary thought she was going to get a higher salary.|2
Mary's eyes sparkled.|1
Mary almost began to cry.|1
Mary had something important to say, but Tom kept interrupting her.|2
Mary was afraid that people were going to say bad things about her.|2
Mary has hired herself a car for the next two weeks.|2
Mary has hired herself a car for the next fortnight.|2
Mary has more clothes than Tom.|1
Mary has long golden hair.|1
Marie has lost her umbrella.|1
Mary is on telephone duty today.|1
Mary is answering the phone today.|1
Mary said that she was very upset.|1
Maria married unwillingly.|1
Maria married against her will.|1
Mary saw it, too.|1
Mary has a beautiful face.|1
Mary won a free car.|1
Mary has low self-esteem.|1
Mary is passive-aggressive.|1
Mary gave birth to a boy.|1
Mary's blanket has flowers on it.|1
Mary has three ex-husbands.|1
Mary has written three books.|1
Mary was able to work out this equation immediately. Well, she is a mathematician.|2
Mary didn't accept the presents.|1
Mary didn't accept the gifts.|1
Mary is a black belt in taekwondo.|1
Mary clapped.|1
Mary applauded.|1
Mary Jackson is a famous actress.|1
Mary says she doesn't think she's very good at French.|2
Mary said she thought she knew what had to be done.|2
Mary teaches French in London.|1
Mary won a prize in the spelling competition.|1
Mary seemed embarrassed for some reason that Tom couldn't understand.|2
Mary kissed Tom's cheek.|1
Mary gave her dog a bone.|1
Mary feels that her husband doesn't pay enough attention to her.|2
Mary made an angel in the snow.|1
Mary lacks the teaching materials she needs to give a decent class.|2
Mary found a job.|1
Mary had a panic attack.|1
Mary is napping on the sofa.|1
Mary doesn't have to sing if she doesn't want to.|2
Mary made her brother cry.|1
Mary made sandwiches for the hostages.|1
They nicknamed Mary 'Ladybug' because when she was little, she was very tiny and active.|2
Mary is growing vegetables in her garden.|1
Mary grows vegetables in her garden.|1
Mary asked Tom to call her after dinner.|1
Mary asked Tom to zip up her dress.|1
Mary asked me to go to Boston with her.|2
Mary works at an art gallery.|1
Mary works at a health food store.|1
Mary analyzed the results.|1
Mary is very much like her mother.|1
Mark took his stuff and left.|1
Marathi is the official language of Maharashtra state of India.|2
Maradona was a demigod. With the ball, he was a god. Without the ball, he was human.|2
It's rude to point your finger at people.|1
This is a very safe place to live.|1
You will be told where to sit.|1
Celebrities are often used to promote products.|1
They spoke to me in French, even though I told them I wanted to practice my English.|2
You should always wash your hands before meals.|1
You should never leave your makeup on overnight.|1
You shouldn't judge a person by his appearance.|1
One should never say never.|1
You should never cut corners on safety.|1
You ought not to speak ill of others behind their backs.|2
Never buy what you don't want because it is cheap.|2
Don't pay more for something than you need to.|2
Chocolate should not be given to dogs as it is toxic to them.|2
One sees the resilience of a person in a crisis situation.|2
That translation is said to be true to the original.|2
I hear that you're very good at what you do.|2
It is said to be carcinogenic.|1
Braces are used to straighten teeth.|1
Manny wants to be a unicorn so girls will ride him.|2
Men were attracted to her like moths to a flame.|2
Men sometimes overestimate their sexual prowess.|1
Men are like bears - the uglier they are, the more attractive they are.|2
There are as many men as there are stars.|2
It is called sick humor.|1
Males are always more beautiful than females.|1
Just looking through the windows, you could tell the house belonged to a hoarder.|2
You must make allowance for his lack of experience.|2
You do not need to like everything.|1
You'll have to wait no less than an hour to get a ticket.|2
Tell a lie often enough and it will become the truth.|2
You need to find the lowest common denominator.|1
Rumors have gone around that Mary secretly smokes.|1
Tom was starved to death.|1
They starved Tom to death.|1
You learn a lot by trying to solve chess problems - for example, how in a given position white will checkmate in three moves.|3
You live here with a constant perception that something may happen at any time.|2
You couldn't get two people more different than Tom and Mary.|2
We can hear the ocean from here.|1
You know you've really mastered a foreign language when you can write a decent poem in it.|2
You can't be sure of anything in this world.|2
You can't do anything wrong with learning a language.|2
You can't sprint if your food bar is at under three drumsticks.|2
One can’t live unless human speech adorns, / Nor gather roses past the reach of thorns.|2
You can't drink seawater because it's too salty.|1
You should not trust him.|1
You can't learn a foreign language in just a couple of weeks.|2
It is possible for you to read this book in a few days.|2
The meat can be thawed by leaving it in the fridge overnight.|2
You can search words, and get translations. But it's not exactly a typical dictionary.|2
One can classify books into good ones and bad ones.|2
You can't help being what you are.|1
You will never be too old to learn.|1
They like French.|1
Tom hasn't yet been found.|1
Tom should've been elected.|1
You could've heard a pin drop.|1
They should've picked a different voice actor.|1
You have been spotted.|1
I was given a new jacket.|1
It has been confirmed.|1
He was quickly recaptured.|1
It is said that she looked after the orphan.|2
It's OK to fight back when someone hurts you.|2
Any sort of bullying is not OK.|1
Any kind of bullying is not okay.|1
I even surprised myself sometimes.|1
Sometimes bears roam our village.|1
Sometimes the boys would play a trick on their teacher.|2
Sometimes you don't need to speak the same language in order to understand each other.|2
Sometimes we don’t do things we want to do so that others won’t know we want to do them.|2
Sometimes I only read the headlines.|1
Sometimes, I buy frozen vegetables.|1
Sometimes it's hard to be tactful and honest at the same time.|2
He's an idiot sometimes.|1
I still hear Tom's voice sometimes.|1
One word is sometimes enough.|1
A word is sometimes enough.|1
One word is sometimes enough.|1
Our fire alarm sometimes goes off when my mother is cooking something in the kitchen.|2
Sometimes I struggle to speak French.|1
I struggle to speak French sometimes.|1
I sometimes struggle to speak French.|1
There are times when I feel sad.|1
I feel sad sometimes.|1
Some cars have solar panels on the roof.|1
Some of our meetings are open to the public.|2
Some animals sleep more than others.|1
Some athletes sweat more than others.|1
I'll never learn some things.|1
Some things just don't make any sense.|1
Some people say that traveling by plane is rather economical.|2
Some people say that COVID-19 was created in a lab.|2
Some transgender people have trouble deciding which bathroom to go into.|2
Some people are afraid of spiders.|1
Some girls are naturally pretty.|1
Some cause happiness wherever they go; others whenever they go.|2
Some people cannot cope with the world.|1
Some people think that Spanish and Portuguese are the same language.|2
Some people believe that Spanish and Portuguese are the same language.|2
Some believe that Spanish and Portuguese are the same language.|2
Some people believe in eternal life after death.|1
Some comments are scary.|1
Some children do not like vegetables.|1
Some fish are able to change their gender.|1
Some people see avoiding comma splices as unnatural.|1
Some marriages don't last.|1
There are things that money can't buy.|1
For me, some German words don't even look like they can be pronounced.|2
Some of your sentences don't make sense.|1
You don't need to speak to Tom in sign language, because he can read lips really well.|2
One doesn't need a large headquarters.|1
It takes an hour by bus.|1
Note that German nouns are always written with a capital letter.|2
Mommy is not home at the moment.|1
Mom, which is my right hand?|1
Mom and Dad put me in charge, so whatever I say, goes.|2
Mom, hurry up! Everyone's waiting.|1
Do you like San Francisco?|1
Do you still like me?|1
Do you like women with large or small breasts?|2
Do you actually like this?|1
Both Magdalena and Ania are from Poland.|1
Madrid is the capital of Spain and its most important city.|2
Girls are more romantic than boys.|1
Maciek died in December.|1
Power and money are inseparable.|1
Does Tom do this more often than Mary does?|2
Is it more fun being a child or an adult?|2
Do you mind if I take my shirt off?|2
Do this exercise as revision.|1
Open the bottle.|1
Make Britain great again!|1
Do whatever you want.|1
Just follow my lead.|1
Do it right now, before you forget.|1
Get it ready at once.|1
Let's finish for today.|1
Let's do it in another way.|1
Let's have a little rest.|1
Let's have a little break.|1
Why don't we split the bill fifty-fifty?|1
Why don't we split the reward fifty-fifty?|1
Don't make a fool of yourself!|1
Don't be ridiculous!|1
Don't worry about me.|1
Be quiet in the library.|1
Get it ready at once.|1
Make a fist.|1
Do snakes scare you?|1
Make me a child!|1
Please do it this way.|1
Don't worry, it happens to everyone.|1
Don't worry, be happy!|1
Close the door when you're in the bathroom.|1
Don't be too haughty, for hell awaits below.|1
Do not make fun of me.|1
Open your mouth.|1
Open your eyes.|1
Just do what you've got to do.|1
Turn off the radio.|1
Please turn off the lights.|1
Turn the light on.|1
Make the best use of your time.|1
Please turn off the light.|1
Liars must have a good memory.|1
Air the bedclothes when the weather is good.|1
Louis fell asleep at the table.|1
Lucy is an American student.|1
London is one of the largest cities in the world.|2
Is it worth it to sacrifice health and happiness for fame and success?|2
L. L. Zamenhof was a Jewish oculist.|1
L. L. Zamenhof was a Jewish eye doctor.|1
Lisa's birthday is in two months.|1
Lisa told me that she has eaten natto.|1
Lingua Franca Nova is an easy and beautiful language.|2
Lincoln himself was taciturn.|1
Read the kind of books that are useful to you.|2
Do you love me? Do you really love me?|2
Do you love stoats as much as I love them?|2
Love and a cough can not be hid.|1
Love kills happiness, happiness kills love.|1
I would rather throw the money away than give it to him.|2
It'd be better to die than live a life like that.|2
I prefer to apologise than ask for permission.|1
Love is simply a temporary hormonal imbalance.|1
Love is a gift from God.|1
Leyla smelt like alcohol.|1
Leyla payed for the cab.|1
People are playing near the beach.|1
Last year I returned home and was surprised to find both the village and the people completely changed.|2
We came close to winning last year.|1
Three new stamps were issued last month.|1
It was hot last night.|1
Last night I dreamt of sex.|1
It frosted last night.|1
I stayed home last night to be able to receive your call.|2
Reading is easier than writing.|1
Do you still study judo?|1
Do you study every day?|1
Learn a few sentences, which help you in certain situations, by heart.|2
Leipzig is an ancient city.|1
Will you lend me your CD player for an hour?|2
Do you suffer from a lack of sleep?|1
Do you have insomnia?|1
Are you suffering from a lack of sleep?|1
Sadly many people will believe things told to them via an email which they would find implausible face-to-face.|2
Unfortunately, Tom wasn't alone.|1
Sadly, many people died.|1
Unfortunately, neither of them are alive anymore.|1
I'm sorry, but I already have other plans.|1
Unfortunately, I missed all the fun.|1
Do you have glaucoma?|1
Educate me, O Enlightened One.|1
Educate me, O Enlightened One.|1
Don't lean against the wall.|1
Lie down for a moment.|1
Speed up.|1
Lie down for a moment.|1
Put it back in the nest.|1
Put your gun down.|1
Take off your coat and stay a while.|1
Lie down for a moment.|1
Put the book where you found it.|1
Do you live in the big city?|1
Live fast, die young, and leave a lovely corpse.|2
To live is to be a soldier.|1
Layla locked the door.|1
Layla looked closer.|1
Layla can do it.|1
Layla is back.|1
Layla got along with everybody.|1
Layla robbed a bank.|1
According to Rafael Leitão, it is very difficult for a professional chess player to get sponsorship in Brazil, because chess is not popular in our country.|3
According to her, he won't come.|1
Laurie is twenty years old.|1
Laurie is a very hardworking student.|1
Let's go to eat together.|1
Let's go to the river.|1
Let's keep going and see the next town.|1
Let's try to do that with Tom.|1
Let's go for a walk after it stops raining.|2
Let's start over again.|1
Let's talk turkey!|1
Let's be happy!|1
Why don't we go to Boston next week?|1
Why don't we go back to Boston?|1
Why don't we go to a movie tomorrow?|1
Why don't we play chess together sometime?|1
Why don't we go sailing together sometime?|1
Why don't we eat at a restaurant tonight?|1
Let's take the short cut.|1
Let's go to Boston together.|1
Let's welcome our guests.|1
Let's get Tom something useful for Christmas.|1
Let's go to eat.|1
Let's learn this sentence by heart.|1
Let's put up the Christmas tree here.|1
Let's put up the Christmas tree there.|1
Why don't we try doing this again tomorrow?|1
Leave us alone, please.|1
Let's start when he comes home.|1
Please don't leave Tom alone.|1
Don't let Tom leave before I get there.|1
Don't let Tom near my kids.|1
Humor Tom.|1
Why won't you leave Tom alone?|1
Please don't leave Tom alone.|1
Don't let Tom eat this.|1
Leave your weapons here.|1
Leave your weapons here.|1
Let Tom do it.|1
Leave the light on.|1
Don't make Tom do that.|1
Let me speak the way I want to speak.|2
Don't let me down.|1
Do not leave me! Don't go!|1
Let me finish this first.|1
Let me kiss you again.|1
Let go of my pants.|1
Don't be a stranger.|1
Don't let him switch on the lamp.|1
Get off his back.|1
Don't do this. You'll regret it.|1
Get someone to read it to you.|1
Get somebody to read it to you.|1
Why don't we have our picture taken?|1
Let's not bother Tom.|1
Why don't we try doing this again tomorrow?|1
Please don't leave Tom alone.|1
Get your hair cut!|1
Let me have a look at it.|1
Let me repair it.|1
Let me do it.|1
Let go of the bottle.|1
Don't get mixed up in that.|1
Go ahead and do that if that's what you want to do.|2
Let the boy go.|1
Leave your weapons here.|1
Don't let go of the rope until I tell you that it's OK to do so.|2
Don't let the fire burn out.|1
Tom is getting better.|1
Tom is beginning to get discouraged.|1
Country life is healthier than city life.|1
Land of liberty, land of the future, I salute you!|2
Lana Turner was a beautiful blonde.|1
Layla went to Salima's salon to get her hair done.|2
Lady Gaga wore a black and red dress with a golden dove of peace brooch.|2
Kyoto is visited by many people every year.|1
Kyoto is visited by many people every year.|1
Kyoto has many universities.|1
Short skirts are already out of fashion.|1
Do you care what other people think about you?|2
Take care of my flowers while I'm away.|1
Cows supply us with many things we need.|1
Creative people have vivid imaginations.|1
Crows do a lot of damage to crops.|1
Expensive meals can't compensate for lack of sleep.|1
Correct me if I am mistaken.|1
Please correct the sentence.|1
There's nothing physically wrong with you.|1
Concentration is a matter of respect.|1
Do you use heroin or methadone?|1
Can you tell us about it?|1
Can you come back later?|1
Can you break this thousand-yen bill?|1
Can you skip me?|1
Can you explain your answer?|1
Can you suggest a solution?|1
Can you fix this or should I call a plumber?|2
Do you know how to fix this?|1
Could you wait for me a moment?|1
Could you wait a moment for me?|1
Could you wait for me a moment?|1
Could you wait a moment for me?|1
Could you wait for me a bit?|1
Can you pay attention, please?|1
Maybe you could draw me a map?|1
Could you teach me Swedish?|1
Could you wash my clothes for me?|1
Could you help me, brother?|1
Could you carry this box for me, please?|1
Could you please tell me why?|1
Can you come over here and help me?|1
Could you wait for me a moment?|1
Could you wait a moment for me?|1
Could you wait for me a moment?|1
Could you wait a moment for me?|1
Were you able to get some sleep?|1
Could you wait for me a bit?|1
Can you save this seat for me?|1
Could you lower the volume of the television?|1
Could you turn on the light, please?|1
Would you mind not doing that?|1
Could we go somewhere quiet and talk?|1
Would you step aside?|1
Could you tell me how to get to the station?|2
Can you call me a taxi?|1
Could you pass me the salt?|1
Could you explain it to me again?|1
Could you please do me a favor?|1
Would you please tell me when to get off?|2
Could you wait for me a moment?|1
Could you wait a moment for me?|1
Could you wait for me a moment?|1
Could you wait a moment for me?|1
Could you wait for me a bit?|1
Could you make the screen a bit brighter?|1
Could you spell it, please?|1
Could you please be quiet?|1
Could anyone explain to me what is happening here?|2
Could someone let the dog out?|1
Could someone let the dog in?|1
Can I get a bottle of water? Still or sparkling?|2
Could I see you for a moment?|1
Could that really happen so quickly?|1
Could that really happen so quickly?|1
Could we talk about this somewhere else?|1
Could we talk about it somewhere else?|1
Can we talk about this somewhere else?|1
Can we talk about it somewhere else?|1
Can we be sure of this?|1
Can we afford this?|1
Can we hurry this up?|1
Can we change the subject, please?|1
Can we say No to America?|1
Can you tell us about some of the natural features of that area?|2
Can you come to the meeting tomorrow?|1
Can you tell me where you are right now?|2
Can you tell me how you get to the American Embassy?|2
Can you please pour me some more wine?|1
Can you introduce me to someone who speaks French?|2
Can you suggest a solution?|1
Are you able to afford the time for it?|2
Can't you hear the sound?|1
Can you please take this package to the post office?|2
Can people really be as silly as to believe that the whole population of Georgia, which speaks a Caucasian language with no common sound or common letter with English, can suddenly be fluent in English within two years?|3
Condoms offer protection against STDs.|1
Come and meet everyone!|1
Will you come and see me?|1
Are you from Spain?|1
Are you from Kyoto?|1
Will the weather be good today?|1
Do earthquakes happen often in Australia?|1
Is he coming by train or by bus?|1
Do you get along with your brother?|1
Are you from Spain?|1
Are you from Australia?|1
Come on, we'll be late if you don't hurry up.|2
Come downstairs for your meal!|1
Come down for your food!|1
Come over here and sit with us.|1
Come over here and sit with us.|1
Don't come any closer.|1
Come again tomorrow.|1
Come and see me.|1
Please step up here, then sit on this table.|2
Are you from Spain?|1
Never come back.|1
Don't come back again.|1
Cocaine is a drug.|1
Give her a tight hug for me.|1
Does my French sound weird?|1
Little things often have big consequences.|1
Little lights were blinking on and off in the distance.|2
It's time for small children to go to bed now.|2
Playing the piano is her favorite pastime.|1
Let's clear up this problem.|1
Children really like playing on the beach.|1
Children should not be spoiled.|1
Children should obey their parents.|1
Children aren't safe here.|1
Children learn to read by being in the presence of books.|2
Children usually pick up foreign languages very quickly.|1
Children can't play in the lobby.|1
Does anyone know the answer?|1
Do you know Tom well?|1
Do you know anyone who plays the guitar?|1
Do you know anybody who plays the guitar?|1
Do you know a good way to learn new words?|2
Do you happen to know Tom?|1
Do you know what Tom's nickname is?|1
Do you know his older brother?|1
Do you know my brother Masao?|1
Do you know anyone who plays the guitar?|1
Do you know anybody who plays the guitar?|1
Do you know one or two good movies we could watch?|2
Do you know the capital of Belgium?|1
Do you know the answer?|1
Do you know the reason why the sky looks blue?|2
Do you know the password?|1
Do you know Professor López, by any chance?|1
Do you know anybody who can teach my kids French?|2
Do you know anyone who plays the guitar?|1
Do you know anybody who plays the guitar?|1
Ken must be home by now.|1
Kenya is under siege by swarms of maturing desert locusts that threaten to ruin farmers’ crops and pastures.|2
Ken talked with his friends yesterday.|1
No wonder the printer hasn't been working. Somebody unplugged it.|2
No one is illegal.|1
No amount of alcohol could repair Tom's broken heart.|2
No child should be left behind.|1
That isn't a reason to panic.|1
Don't worry. Tsunamis are very rare.|1
Don't worry, it was all a dream.|1
None of these eggs are fresh.|1
Nobody wants you to do this.|1
No one knows why Tom wanted to do that.|2
None of them speaks French.|1
Nobody wants you to do this.|1
No one can run as fast as Tom.|1
