sentence|category
Haben Sie alles verstanden, was Tom gesagt hat?|1
Haben die Tabletten gewirkt?|1
Haben die dich rausgeschmissen?|1
Haben dich Toms Worte verletzt?|1
Haben deine Eltern eine Filmkamera?|1
Habe ich Tom aufgeweckt?|1
Habe ich lange geschlafen?|1
Habe ich etwas Falsches gesagt?|1
Habe ich dir denn nicht gesagt, dass du dir um mich keine Sorgen zu machen brauchst?|2
Gut, ich glaube, wir können anfangen.|1
Guter Meister, was muss ich tun, dass ich das ewige Leben ererbe?|2
Guten Tag, wie viele sind Sie?|1
Guten Tag! Du bist doch Tom, oder? Wie lange haben wir uns nicht gesehen!|2
Guten Morgen, mein Schatz!|1
Gute Nacht und schöne Träume.|1
Gute Musik kommt nie aus der Mode.|1
Gute Leute finden sich überall.|1
Gusseisen ist eine Legierung von Eisen und Karbon.|1
Grüß deine Schwester von mir.|1
Grob geschätzt vierzehn Prozent aller Menschen, die es gibt und jemals gegeben hat, sind am heutigen Tag am Leben.|2
Griechenland und Serbein wollen Albanien zerstören.|1
Greenpeace führt einen mühseligen Kampf, um die Umwelt zu retten.|2
Gratulation unseren Gegnern! Wir wurden von der besseren Mennschaft geschlagen.|2
Gott stehe uns allen bei!|1
Gott steckt im Detail.|1
Gott sei Dank hast du das nicht gemacht!|1
Gott schließt nie eine Tür, ohne eine andere zu öffnen.|2
Gott ist die Ursache aller Dinge.|1
Gott hat das getan.|1
Gott gab dir ein Gehirn und ein Gemächt, doch nur so viel Blut, jeweils eins von beidem zu betreiben.|2
Gott erschuf die Welt in sechs Tagen.|1
Golf ist ein verdorbener Spaziergang.|1
Gold glänzt, aber nicht alles Glänzende ist Gold.|1
Gold glänzt, aber es ist nicht alles Gold, was glänzt.|2
Glück und Kummer anderer ist Glück und Kummer auch uns selbst.|2
Glücklicherweise war es diese Woche warm.|1
Glücklicherweise hat er den Unfall überlebt.|1
Glenn hat zwei Freundinnen.|1
Gleich nachdem die drei Ärzte das Zimmer verlassen hatten, kam die Fee an Pinocchios Bett, berührte ihn an der Stirn und stellte fest, dass er glühendes Fieber hatte.|3
Gleich kommt die Ringstraße. Müssen wir da nach links oder nach rechts?|2
Glaubt ihr Tom noch?|1
Glaubt ihr mir nicht?|1
Glaubt ihr im Ernst, das sei fair?|1
Glaubst du wirklich an Magie?|1
Glaubst du, Tom wird sich damit einverstanden erklären?|1
Glaubst du, Tom wartet auf mich?|1
Glaubst du mir nicht?|1
Glaubst du, man wird uns retten?|1
Glaubst du, ich weiß nicht, worüber du und Tom gesprochen habt?|2
Glaubst du, ich weiß nicht, warum du dich hast scheiden lassen?|2
Glaubst du, ich wäre hier, wenn ich Arbeit gefunden hätte?|2
Glaubst du, es regnet morgen wieder?|1
Glaubst du, es hat Tom in Australien gefallen?|1
Glaubst du, es bereitet Schwierigkeiten, das Buch in einer Woche durchzulesen?|2
Glaubst du, du hast Fieber?|1
Glaubst du, das wird irgendetwas ändern?|1
Glaubst du, dass es eine Hölle gibt?|1
Glaubst du, dass es das ist, was ich möchte.|2
Glaubst du an Wunder?|1
Glaub mir, in deiner Brust sind deines Schicksals Sterne.|2
Glauben Sie, sie sind uns hierher gefolgt?|1
Glauben Sie, es ist in Ordnung?|1
Giordano Bruno war zugleich ein Wahnsinniger und ein Genie.|2
Gib Worte deinem Schmerz. Grimm, der nicht spricht, presst das beladene Herz, bis dass es bricht!|2
Gib Tom nichts zu trinken!|1
Gibt es sonst noch Fragen?|1
Gibt es Platz für mein Gepäck?|1
Gibt es Medikamente, die Sie regelmäßig einnehmen?|1
Gibt es keine lustigere Musik? Es ist doch eine Feier.|2
Gibt es irgendwelche Baken?|1
Gibt es in diesem Stadtviertel Gasanschluss?|1
Gibt es in der Bücherei dieses Buch?|1
Gibt es in der Bücherei dieses Buch?|1
Gibt es in der Bücherei dieses Buch?|1
Gibt es in der Bücherei dieses Buch?|1
Gibt es in der Bücherei dieses Buch?|1
Gibt es in der Bibliothek dieses Buch?|1
Gibt es in der Bibliothek dieses Buch?|1
Gibt es in der Bibliothek dieses Buch?|1
Gibt es in der Bibliothek dieses Buch?|1
Gibt es in der Bibliothek dieses Buch?|1
Gibt es im Hotel einen Buchladen?|1
Gibt es hier irgendwo einen Supermarkt?|1
Gibt es hier ein WC?|1
Gibt es heute eigentlich noch große deutsche Gelehrte?|1
Gibt es etwas, worauf du neugierig bist, worüber du aber kaum etwas weißt?|2
Gibt es etwas, wodurch der Schmerz schlimmer wird?|1
Gibt es etwas, was du Tom sagen willst?|1
Gibt es etwas Besonderes, was Sie trinken wollen?|1
Gibt es etwas Besonderes, was du tun möchtest?|1
Gibt es etwas Besonderes, was du trinken willst?|1
Gibt es eine Sprache, in der nach dem Genus konjugiert wird?|2
Gibt es eine Person, mit der Sie reden können, wenn Sie das Bedürfnis danach haben?|2
Gibt es einen Herrenfriseur im Hotel?|1
Gibt es dieses Buch in der Bücherei?|1
Gibt es dieses Buch in der Bibliothek?|1
Gib nicht mein Geheimnis preis!|1
Gib mir zwei Stück Kreide.|1
Gib mir ein Exemplar dieses Buchs.|1
Gib mir die Waffe.|1
Gib mir diese Tasche.|1
Gib mir den Stift.|1
Gib mir dein ganzes Geld!|1
Gib mir deine Autoschlüssel!|1
Gib mir das Buch zurück, wenn du damit fertig bist.|2
Gib mir bitte einen Rat, was ich tun soll!|2
Gib mir auch was davon.|1
Gib mir all dein Geld!|1
Gib es mir nicht.|1
Gib einem Menschen eine Maske, und er wird dir die Wahrheit sagen.|2
Gib einem Armen keine Fische — lehre ihn das Fischen!|2
Gib deiner Mutter keine Widerworte.|1
Gib acht was du sagst; denn er ist leicht zu verärgern!|2
Gib acht, dass du dich nicht mit dem Rasierer schneidest!|2
Gewohnheit wird oft zur zweiten Natur.|1
Gewalt wird nicht geduldet.|1
Gestern war ich bei Tom.|1
Gestern war es bewölkt.|1
Gestern traf ich Marie.|1
Gestern Nacht stahl man mir meine Uhr.|1
Gestern Nacht ist in unseren Laden eingebrochen worden.|1
Gestern lief ich Yamada über den Weg, den ich seit Jahren nicht gesehen hatte.|2
Gestern hast du mir etwas anderes erzählt.|1
Gestern habe ich mit einem neuen Buch angefangen.|1
Gestern habe ich mit einem neuen Buch angefangen.|1
Gestern habe ich ein neues Buch angefangen.|1
Gestern habe ich ein neues Buch angefangen.|1
Gestern habe ich eine tolle Geschichte gehört.|1
Gestern habe ich ein Buch gekauft.|1
Gestern habe ich die Nacht unter der Brücke verbracht, und heute trinke ich Champagner in einem schicken Restaurant.|2
Gestern ging ich zum Angeln an den Fluss.|1
Gestern bin ich in die Oper gegangen.|1
Gestern Abend ist in unseren Laden eingebrochen worden.|1
Gesten können ebenso bedeutungsvermittelnd wie Worte sein.|1
Geschwister müssen sich immer hilfreich und schützend zur Seite stehen.|2
Geschlossene Spiele, bei denen jeder Spieler vor allem versucht, die Aktionen des Gegners einzuschränken, enden oft mit einem Remis.|2
Geschlagen hat mich Tom.|1
Geschieht auch etwas, davon man sagen möchte: Siehe, das ist neu? Es ist zuvor auch geschehen in den langen Zeiten, die vor uns gewesen sind.|3
Gerade das habe ich gebraucht.|1
Genau hier hat es sich zugetragen.|1
Genau genommen besteht das Chinesische aus hunderten von Dialekten.|2
Genau davor hatte Tom Angst.|1
Genau das Gegenteil ist wahr: Es gibt nichts nach dem Tod, aber eine Ewigkeit auf der Erde.|2
Gemeinsam ist uns allen unsere Liebe zum Fußball.|1
Gemäß dem Bayerischen Reinheitsgebot dürfen zum Bierbrauen nur Gerste, Hopfen und Hefe verwendet werden.|2
Geld beherrscht die Welt.|1
Gekauft habe ich einen.|1
Geh und weck Mary.|1
Geh und warte draußen!|1
Geht weiter! Es gibt hier nichts zu sehen.|1
Geht und wartet draußen!|1
Geht raus aus dem Klassenzimmer.|1
Geht es Tom besser?|1
Geht einfach Tom nach.|1
Gehst du oder bleibst du?|1
Gehst du morgen zur Schule?|1
Gehst du heute Abend mit mir ins Kino?|1
Gehst du an diesem Wochenende irgendwohin?|1
Geh sofort zum Arzt!|1
Geh schnell nach Hause.|1
Geh Papa gute Nacht sagen!|1
Gehörte die Brille, die du gefunden hast, Tom?|1
Gehört dieser Rucksack ihm?|1
Gehe ruhig und gelassen durch Lärm und Hast und sei des Friedens eingedenk, den die Stille bergen kann.|2
Gehen wir nach der Schule schwimmen!|1
Gehen wir nach der Feier zu mir?|1
Gehen wir irgendwohin, wo es warm ist!|1
Gehen wir ins Kino!|1
Gehen wir ins Haus und wärmen uns auf!|1
Gehen wir dort entlang!|1
Gehen wir doch zusammen spazieren!|1
Gehen wir doch morgen mal in den Zirkus!|1
Gehen wir doch ins Kino!|1
Gehen wir doch hinten raus!|1
Gehen wir doch hinein!|1
Gehen wir doch auf einen Mitternachtsschwumm!|1
Gehen wir doch alle wieder an die Arbeit!|1
Gehen wir an die Arbeit.|1
Gehen Sie diese Straße entlang; dann ist die Post auf der linken Seite.|2
Geh bitte nicht so schnell!|1
Geh, bevor ich es mir anders überlege!|1
Geh auf dem Bürgersteig.|1
Gegen Dummheit gibt es keine Medizin.|1
Gefällt euch eure neue Arbeit?|1
Gefällt es dir wirklich?|1
Gefällt es dir denn?|1
Gefahr erkannt, Gefahr gebannt.|1
Gebt Tom seine Schlüssel.|1
Gebt Tom nichts zu trinken!|1
Gebt mir all dein Geld!|1
Geben Sie Tom nichts zu trinken!|1
Geben Sie mir all dein Geld!|1
Geben Sie ihr, was sie will!|1
Geben die wirklich Klugen damit an, klug zu sein?|2
Garfield, du faule Katze!|1
Ganz gleich, was er auch sagen möge — verliere nicht die Fassung!|2
Galileo ließ zwei Kugeln aus Eisen von der Spitze des Turms fallen.|2
Gab es ein Erdbeben?|1
Gäbe es keine Frauen, wäre alles Geld der Welt bedeutungslos.|2
Für wie viele Selbstmorde wird diese Quarantäne wohl verantwortlich sein?|2
Für was für einen Riesenschwachkopf hältst du mich?|1
Für was denkst du, ist es?|1
Für was bin ich hier?|1
Für mich sieht Tom sieht gut aus.|1
Für mich ist das kein Problem.|1
Für mich gibt’s nichts Wichtigeres als euch.|1
Für die meisten Säugetiere sind Eukalyptusblätter giftig.|1
Für dich bin ich nie zu beschäftigt.|1
Fürchte dich nicht vor Änderungen.|1
Fünf und drei ergibt acht.|1
Fünf Jahre sind nun vergangen, seit sie nach Japan kamen.|2
Fünf hoch vier ist sechshundertfünfundzwanzig.|1
Füllen Sie bitte diesen Meldezettel aus.|1
Fühlst du dich zu ihm hingezogen?|1
Fühlen Sie sich zu Hause sicher?|1
Füg mehr Wasser hinzu!|1
Früher wohnte es sich hier gut.|1
Früher war neben der Schule ein Café.|1
Früher war hier eine Tankstelle.|1
Früher war hier eine Schule.|1
Früher waren die Einkaufswagen klein, damit sie voller aussehen; heute sind sie riesig, damit sie leerer aussehen.|2
Früher war das so.|1
Früher war an dieser Ecke ein Blumengeschäft.|1
Früher schneite es im Winter jeden Tag.|1
Früher oder später werden wir sterben.|1
Früher oder später musste das passieren.|1
Früher ist Tom jeden Sonntag in die Kirche gegangen, jetzt nicht mehr.|2
Früher hatte der Schauspieler einen Schneider, der ihm die Anzüge nähte.|2
Früher haben wir viermal am Tag Tee getrunken.|1
Früher haben die Priester die Messe auf Latein gehalten.|2
Früher habe ich viel Fernsehen geschaut.|1
Früher habe ich viel Cola getrunken; jetzt aber trinke ich nur Wasser.|2
Früher habe ich das oft gemacht.|1
Früher gab es hier ein Postamt.|1
Früher gab es hier eine Kirche.|1
Früher dachte man, dass die Welt flach sei.|1
Frösche haben keinen Hals.|1
Frische Pilze sind so lecker.|1
Friedrich der Große hat die Kartoffel in Preußen eingeführt.|2
Friede ist sehr wichtig.|1
Freundschaften schließen scheint dir nicht schwer zu fallen.|1
Frettchen sind verspielt und neugierig.|1
Fresst Scheiße - Millionen von Fliegen können nicht irren.|2
Freitag ist Müllabholtag in England.|1
Freiheit ist immer Freiheit der Andersdenkenden.|1
Freiheit ist immer Freiheit der Andersdenkenden.|1
Freiheit, das ist immer die Freiheit dessen, der anders denkt.|2
Freiheit, das ist immer die Freiheit des Andersdenkenden.|1
Freiheit, das ist immer die Freiheit des Andersdenkenden.|1
Frau Young hätte nichts dagegen, wenn ich unerwartet bei ihr hereinschneite.|2
Frau Ogawa spielt ausgesprochen gut Tennis.|1
Frauen werden in vielen Liedern des Genres Rap“ herabgewürdigt.|2
Frauen sind so nicht.|1
Frau Allan sagt, dass ich eine schöne Stimme habe und dass ich unbedingt im Chor der Sonntagsschule singen muss.|2
Französischkenntnisse könnten von Nutzen sein.|1
Französisch ist nur eine der Sprachen, deren Tom mächtig ist.|2
Französisch ist nicht meine Muttersprache.|1
Französisch ist eine romanische Sprache, und Englisch ist eine germanische.|2
Französisch ist eine romanische Sprache, Englisch eine germanische.|1
François, ist das deins?|1
Fragt Tom mal, ob er Französisch kann!|1
Frag Tom mal, wie es ihm geht!|1
Frag Tom mal, ob er Französisch kann!|1
Frag nicht, warum. Tu es einfach!|1
Frag mich nicht, was das bedeutet!|1
Frag mich nicht, warum!|1
Frag mich im Oktober noch mal.|1
Frag mich bitte nicht erneut – ich werde es dir nicht sagen!|2
Fragen Sie Tom mal, ob er Französisch kann!|1
Fragen Sie jemand anderen!|1
Fragen Sie jemand anderen!|1
Fragen Sie ihn doch!|1
Frag dich selbst, warum.|1
Frag den Polizisten nach dem Weg.|1
Frag bei der Polizeiwache da drüben.|1
Folgen Sie der Straße drei Häuserblocks lang.|1
Folgen Sie dem roten Wagen da!|1
Flugscham hat ihn dazu bewogen, mit dem Zug zu fahren.|2
Florence Foster Jenkins war eine der berühmtesten Sopranistinnen der Welt.|2
Fliegt hoch die Kuh und tief das Rind, dann ist das wohl ein Wirbelwind.|2
Fleiß allein führt nicht immer zum Erfolg.|1
Fledermäuse machen mir Angst.|1
Fisch zu essen ist gut für die Gesundheit.|1
Fisch und Fleisch sind beide nahrhaft, aber Letzteres ist teurer als Ersteres.|2
Findet ihr es nicht merkwürdig, dass Tom nicht da ist?|2
Findet ihr das nicht etwas übereilt?|1
Findet ihr das gerecht?|1
Findet ihr das gerecht?|1
Findest du Tom gutaussehend?|1
Findest du mich attraktiv?|1
Findest du ihn gutaussehend?|1
Findest du, diese Krawatte passt zu diesem Hemd?|1
Findest du das interessant?|1
Fernsehsendungen, die während der Hauptsendezeit ausgestrahlt werden, dürfen nichts enthalten, was für Kinder, die möglicherweise zuschauen, ungeeignet ist.|2
Fast jeder, den ich kenne, spricht Französisch.|1
Fast eine Milliarde Menschen auf der Welt haben keinen Zugang zu sicherem, sauberem Wasser.|2
Fast alle Türen waren geschlossen.|1
Fast alles ist leichter begonnen als zu Ende geführt.|2
Fan sein heißt hinter seiner Mannschaft stehen, ob sie gewinnt, verliert oder unentschieden spielt.|2
Fang sofort an, oder du verpasst den Bus.|1
Fang mich, wenn du kannst.|1
Fangen wir doch gleich an!|1
Fällt es euch schwer, Treppen zu steigen?|1
Fällt es dir schwer, Treppen zu steigen?|1
Fällt dir im Liegen das Atmen schwer?|1
Fällt das Einparken mittels Rundumsichtanzeige nicht schwer?|1
Falls Sie die Sprache der Kadazan lernen möchten, lesen Sie dies unbedingt.|2
Falls ich euren Pass finde, rufe ich an.|1
Falls etwas schiefgeht, bitte kümmere dich um meine Kinder.|2
Falls es eine bessere Lösung geben sollte, werde ich Sie umgehend informieren.|2
Fährst du oft nach München?|1
Fährst du oft nach München?|1
Fährst du oft nach München?|1
Fährst du mit dem Bus nach Tokio?|1
Fährst du an diesem Wochenende irgendwohin?|1
Fahren wir Tom doch hin!|1
Fahren wir doch zur Einkaufspassage!|1
Fahren wir doch stattdessen nach Boston!|1
Fahren Sie je mit dem Fahrrad zur Arbeit?|1
Fahre nicht über diese Brücke!|1
Fahrenheit war der deutsche Erfinder des Thermometers, dessen Namen gleichzeitig eine Temperaturskala trägt.|2
Fahre geradeaus und biege dann nach rechts ab.|1
Europa kann auf Gas aus Russland nicht verzichten.|1
Eure Theorie ist falsch.|1
Eure Frage lässt sich nur sehr schwer beantworten.|1
Eure Antwort ist alles andere als perfekt.|1
Euer Hund sieht hungrig aus.|1
Euer Hund hat mich angebellt.|1
Etwas Wundervolleres kann ich mir überhaupt nicht vorstellen.|1
Etwas Seltsames ist passiert.|1
Etwas Lustiges passiert in unserer Klasse immer.|1
Etwas ist noch immer nicht in Ordnung.|1
Etwas am Himmel zog meinen Blick auf sich.|1
Es wurden fünfzehn Personen bei dem Unfall verletzt.|1
Es wurden alle bis auf einen gerettet.|1
Es würde mich überraschen, wenn Tom und Maria heirateten.|2
Es würde mich überraschen, wenn es dazu käme.|1
Es würde mich glücklich machen, für euch zu singen.|2
Es wurde ein Schild gegen unbefugten Zutritt aufgestellt.|1
Es wurde ein neuer Papst gewählt.|1
Es wurde eine große Menge Geld in die neue Brücke gesteckt.|2
Es wohnt dort noch niemand.|1
Es wird zwar etwas dauern, aber letzten Endes wird Tom schon über Maria hinwegkommen.|2
Es wird Zeit, dass du dich endgültig niederlässt.|1
Es wird uns Schaden zufügen.|1
Es wird sich kaum jemand finden, der ihn kritisiert.|2
Es wird schwierig sein, diesen Fleck zu entfernen.|1
Es wird reichlich Elektrizität benötigt, um den Energiebedarf eines Landes zu decken.|2
Es wird oft darauf hingewiesen, dass Rauchen die Gesundheit gefährdet.|2
Es wird noch etwas dauern, bis er es versteht.|2
Es wird nicht wieder passieren. Es war ein Missgeschick.|2
Es wird nicht lange dauern, bis sie wiederkommt.|1
Es wird mit jedem Tage heißer.|1
Es wird jetzt draußen dunkler.|1
Es wird ihm bestimmt gefallen.|1
Es wird gleich einstürzen.|1
Es wird euch in Boston gefallen.|1
Es wird einige Stunden dauern, bis diese Farbe trocken ist.|2
Es wird einfach sein, einen Mieter für dieses Haus zu finden.|2
Es wird dir in Boston gefallen.|1
Es wird dir bald besser gehen.|1
Es wird bald aufhören, zu regnen.|1
Es wird allmählich Zeit für ihn, dorthin zu gelangen.|2
Es widert mich an, dabei zuzusehen.|1
Es war zu einem großen Teil sein eigener Fehler.|2
Es war ziemlich kalt.|1
Es war wirklich ganz reizend.|1
Es war unmöglich, es zu verbergen.|1
Es war Tom egal, was geschehen war.|1
Es war Tom, der mir riet, einen Anwalt einzuschalten.|2
Es war Tom, der mir das nahelegte.|1
Es war seine Entscheidung.|1
Es war sehr stickig.|1
Es war sehr staubig im Haus.|1
Es war schön, euch beide kennenzulernen!|1
Es war schön, dich kennenzulernen. Jetzt verschwinde aber!|1
Es war schön, dich hier zu treffen!|1
Es war reiner Zufall.|1
Es war nur ein Kuss auf die Wange.|1
Es war noch Milch in der Katzenschale.|1
Es war nie unsere Absicht, dich zu überfordern.|1
Es war niemand zu Hause.|1
Es war niemand anderes als der König.|1
Es war nicht so, dass er irgendein Gefühl, das dem der Liebe verwandt gewesen wäre, für sie empfand.|2
Es war nicht sehr kalt, aber es war immer nass.|2
Es war nicht klar, was sie meinte.|1
Es war nett von Tom, dir seinen Schirm zu leihen.|2
Es war kein Unfall.|1
Es war kein sonderlich interessantes Spiel.|1
Es war kalt, als ich heute Morgen das Haus verließ.|2
Es war in astronomischen Kreisen ein heiß debattiertes Thema, dem Pluto den Planetenstatus abzuerkennen.|2
Es war falsch, was er getan hat.|1
Es war falsch, dass wir Toms Hilfe ausschlugen.|1
Es wäre sicherer hierzubleiben.|1
Es wäre schön, wenn er käme.|1
Es wäre schön, wenn er käme.|1
Es wäre schade, wenn wir das nicht dürften.|1
Es wäre schade, wenn wir das nicht dürften.|1
Es waren zweihundert Leute in dem Raum.|1
Es waren mindestens hundert Leute anwesend.|1
Es wäre mit unangenehm, Tom darum zu bitten.|1
Es war ein warmer, sonniger Tag.|1
Es war ein voller Erfolg.|1
Es war ein trockenes Jahr, und viele Tiere verhungerten.|2
Es wäre interessant zu wissen, was sie damit sagen wollte.|2
Es war ein strahlender Tag und es gab keine Wolken am Himmel.|2
Es war ein sonderbarer Zufall, dass wir uns da erneut trafen.|2
Es war ein ruhiger Nachmittag.|1
Es war einmal ein Mädchen, das trat auf einen Laib Brot, um sich nicht die Schuhe schmutzig zu machen, und die Missgeschicke, die ihm in der Folge widerfuhren, die sind gar wohlbekannt.|3
Es war einmal ein großer König, der lebte in Griechenland.|2
Es war einmal eine Katze, deren Name war Tango.|2
Es war ein heller, kalter Tag im April, und die Uhren schlugen gerade dreizehn.|2
Es war ein Fehler, seine Hilfe abzulehnen.|1
Es war ein Fehler, dir noch mal eine Chance zu geben.|2
Es war einfach für uns, Jane zu finden.|1
Es war eine schreckliche Erfahrung.|1
Es war eine gemeinsame Entscheidung.|1
Es war eine Freude, Tom dabei zuzusehen.|1
Es war eine andere Zeit.|1
Es wäre gut, wenn mir bitte jemand helfen könnte.|2
Es wäre gescheiter gewesen, du hättest diese Pastete nicht gegessen.|2
Es wäre gemeint gewesen zu lachen.|1
Es wäre dumm abzulehnen.|1
Es wäre dir anzuraten zu gehen.|1
Es wäre besser, wenn du heute im Bett bliebest.|2
Es wäre besser gewesen, wenn du ihn gefragt hättest, welchen Weg du nehmen sollst.|2
Es war dunkel, und ich konnte nichts sehen.|1
Es war dumm von dir, dass du das Angebot abgelehnt hast.|2
Es war die größte Freude, die ich je empfunden habe.|2
Es war das erste Mal in der Geschichte des Schachs, dass eine Maschine (Deep Blue) einen Großmeister (Garri Kasparow) besiegte.|2
Es war das erste Mal, dass ich entlang des Mogami-Flusses ging.|2
Es war auch für mich das erste Mal.|1
Es war acht Meter lang.|1
Es versteckt sich im Wandschrank.|1
Es tut weh, Sie so zu sehen.|1
Es tut weh, euch so zu sehen.|1
Es tut weh, dich so zu sehen.|1
Es tut nicht not, Tom als den Täter zu nennen.|2
Es tut mir so leid, das zu hören.|1
Es tut mir schrecklich leid.|1
Es tut mir leid.|1
Es tut mir leid – ich hab’s vergessen.|1
Es tut mir leid, ich habe keinen Bleistift zum Schreiben.|2
Es tut mir leid, euch so spät in der Nacht anzurufen, aber ich brauchte wirklich jemanden zum Reden.|2
Es tut mir leid, dass ich Sie enttäuscht habe.|2
Es tut mir leid, dass ich nicht mehr Hilfe leisten kann.|2
Es tut mir leid, dass ich je an euch gezweifelt habe.|2
Es tut mir leid, dass ich dich hintergangen habe.|2
Es tut mir leid, aber Sie irren sich!|1
Es tut furchtbar weh.|1
Es traf sich, dass ich da gerade in New York war.|2
Es täte uns gut, wenn es regnete.|1
Es stört mich nicht, dass Tom mit seiner neuen Freundin kommt.|2
Esst häufig und jeweils kleine Portionen.|1
Esst häufig und dabei kleine Portionen.|1
Es stellt sich die Frage, wer es ihm sagen wird.|2
Es stellte sich heraus, dass der Sekretär ein Spion war.|2
Es steht nicht in meiner Macht, euch das zu erlauben.|2
Es steht jemand vor der Haustür, der sich bei dir bedanken möchte.|2
Es steht den Palästinensern zu, auf eigenem Grund und Boden zu wohnen.|2
Es spielt keine Rolle, wer damit angefangen hat oder was der Anlass war.|2
Es spielt keine Rolle, wer aus welchem Grunde damit angefangen hat.|2
Es spielt keine Rolle, wer angefangen hat.|1
Es sollte vermieden werden, dieselben Wörter, Namen, Themen und Satzmuster immer und immer wieder zu verwenden.|2
Es sind nur noch drei Eier da.|1
Es sind noch vier Tage bis Weihnachten!|1
Es sind nicht meine Bücher.|1
Es sind Kekse im Ofen.|1
Es sind ein paar Eier in der Schachtel.|1
Es sieht so aus, als wäre Tom einsam.|1
Es sieht so aus, als ob meine Methoden mehr auf dem Stand der Dinge sind.|2
Es sieht so aus, als ob die Kirschblütenzeit zu Ende ist. Die Blütenblätter fallen ab.|2
Es sieht leicht aus, wenn du es machst.|1
Es sieht albern aus.|1
Essen wir doch erst mal was!|1
Essen Sie, wenn Sie Hunger haben!|1
Essen sie heute hier zu Abend?|1
Essen sie heute hier zu Abend?|1
Essen sie heute hier zu Abend?|1
Essen Sie häufig und jeweils kleine Portionen.|1
Essen Sie häufig und dabei kleine Portionen.|1
Essen Sie gerne Fisch?|1
Es schneit auf den Straßen.|1
Es schmeckt sehr gut.|1
Es schien sie nicht zu stören.|1
Es schien mir, dass ich nicht viel zu verlieren hatte.|2
Es schien ihn nicht im Geringsten zu stören.|1
Es schienen sich nur ein paar Schüler für Toms Ausführungen zu interessieren.|2
Es schien der beste Weg nach vorne zu sein.|2
Es scheint, dass Tom hier gewesen ist.|1
Es scheint, dass ich meine Schlüssel verloren habe.|1
Es scheint, als ob alles, was ich mag, entweder illegal, unmoralisch oder dickmachend ist.|2
Es riecht nach gebratenen Zwiebeln.|1
Es regnet wieder, und es ist kalt.|1
Es regnet, und wir haben vergessen, die Fenster zu schließen.|2
Es regnet und der Wind weht.|1
Es regnet und der Wind bläst.|1
Es regnet seit zwei Tagen.|1
Es regnet nicht, es schneit.|1
Es regnete zwei Tage.|1
Es regnete und regnete.|1
Es regnete noch stärker.|1
Es regnete heftig, und infolgedessen wurde das Baseballspiel abgesagt.|2
Es regnet bald. Sieh dir mal die schwarzen Wolken an!|2
Es nahm viel weniger Zeit in Anspruch, meinen Deutschen Schäferhund zur Stubenreinheit zu erziehen, als das bei meinem anderen Hund der Fall war.|3
Es mutet wie etwas aus der Zukunft an: ein Fahrrad, das auf dem Wasser fährt.|2
Es muss mich jemand drücken und mir sagen, dass alles gut wird.|2
Es muss kaum erwähnt werden, dass Norwegen inzwischen der zweitgrößte Erdöllieferant der Welt ist.|2
Es muss eine wissenschaftliche Erklärung dafür geben.|1
Es muss eine Möglichkeit geben, den Fluss zu überqueren.|2
Es muss eine Möglichkeit geben, den Fluss zu überqueren.|2
Es muss eine Möglichkeit geben, den Fluss zu überqueren.|2
Es muss eine logische Erklärung dafür geben.“ – Nicht alles lässt sich mit Logik erklären, mein lieber Tom.“|2
Es missfällt Tom sehr, wie kurz seine Pausen sind.|2
Es mangelt Tom an Durchhaltevermögen.|1
Es macht Spaß, mit Freunden wandern zu gehen.|1
Es macht Spaß, in den Wellen zu spielen.|1
Es macht Spaß, die Wellen zu beobachten.|1
Es macht mir nichts aus zu stehen.|1
Es macht mir nichts aus, durch den Regen zu gehen.|2
Es macht keinen Spaß, wenn man verliert.|1
Es lösche bitte jemand diesen Satz.|1
Es liegt mir auf der Zunge, aber ich komm’ nicht drauf.|2
Es liegt ein weiter Weg vor uns.|1
Es liegt ein köstlicher Duft in der Luft. Kannst du das riechen?|2
Es liegt daran, dass du ein Mädchen bist.|1
Es liegt an dir, es zu tun.|1
Es läuft mit Sonnenenergie.|1
Es lässt sich nicht in Worte fassen, wie glücklich ich gerade bin!“ – So ist es aber ganz gut in Worte gefasst.“|3
Es lässt sich nicht abstreiten.|1
Es kostet die Steuerzahler Unmengen an Geld.|1
Es könnte sich in der Tat um einen Fehler handeln.|2
Es könnte sein, dass du das alles selbst machen musst.|2
Es könnte nicht besser sein.|1
Es könnte nicht besser sein.|1
Es könnten Diebe, Fälscher, Perverse oder Mörder in den sozialen Netzwerken sein. Zu deiner Sicherheit solltest du ihnen nicht glauben.|2
Es könnte lange dauern, bis wir uns wieder treffen.|2
Es konnte kein Zweifel daran bestehen, zu wem der Mann gehörte.|2
Es könnte besser sein, aber es ist gut genug.|2
Es können nur wenige Japaner gut Englisch.“ – Und es können noch viel weniger Englischsprachler ansatzweise Japanisch.“|2
Es kommt mir so vor, als wären wir uns schon einmal begegnet.|2
Es kommt mir so vor, als wäre die Musik, die mir gefällt, die allerbeste, während alles andere geschmacklos oder schlicht und ergreifend schlecht ist.|3
Es kommt mir so vor, als ob du falschliegst.|2
Es kommt kein Wasser aus dem Hahn.|1
Es kommt kein Wasser aus dem Hahn.|1
Es kommt billiger, Bestellungen duzendweise aufzugeben.|1
Es klingt nach Tom.|1
Es klappt einfach nicht. Es tut mir leid!|1
Es kann nur hier gekauft werden.|1
Es kann mehrere Mißstände zur gleichen Zeit geben.|1
Es kann ihn niemand ausstehen.|1
